,Description,Image_url
596,Linen shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ce/da/ceda09b179d0fed273fb4ac2078b7f8531e02d26.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
597,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/c7/c0/c7c0b4f402c3fd8e86f345f67ed6a25cf960bf08.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
598,Linen-blend shacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/fc/bc/fcbca8e7b508c494a287d9dc973d3d9e81947915.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
599,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c2/f2/c2f22d81ea4b23152e005a457753a6e1b9750a90.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
600,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/82/62/8262cbda0c03591e4733d0ab6f284dafc71be1ff.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
601,Linen shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/7d/e4/7de40d99b833dc70897148abba49330a853c0c8d.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
602,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/33/58/3358fc798cc5545c29fd1caed8e86c28b4041fcc.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
603,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/8e/cd/8ecdfc4e95e3cd3782332ba6b50dac43e75436de.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
604,Resort shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/99/b0/99b04b51ae395c7c200178e8345a454ac7c5bbe7.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
605,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/f3/a0/f3a0645f6beb7bb42fcf82aae053314f5fd72a0a.jpg],origin[dam],category[men_shirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
606,Resort shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/dc/c0/dcc0d37ca10a0cbf4836674b6f0222f5c483d624.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
607,Piqué shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/71/26/71269ab82336fb4d913314cd011921e69d9609e9.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
608,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/a5/85/a58566665059501aed5a694ded06b5422b26312d.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
609,Linen shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/01/87/0187187d909f25f8a353079c98714af4216f570a.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
610,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/87/9e/879e0862550110bb6bf80265b8c13578b2464e50.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
611,Short-sleeved cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/9d/d5/9dd530d92db854cf6c496bcb6286803ed85a1bc3.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
612,Cotton Shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/64/df/64dfe3002a2775864d4969df2e0bb70701a6c0e6.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
613,Short-sleeve shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/72/dd/72dd1c139783fb5c566bc85e90ec5d76875d5bd9.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
614,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ac/c2/acc21efad127663b7c8d5c4395e0692d308e3058.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
615,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/fe/80/fe8008093af316cbf705d34b74982a2bf8792353.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
616,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/58/b5/58b5745f122964d1c1d5a485ac6a5a24d1965da0.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
617,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5b/7e/5b7ec8a9241c66e85c793b184358324c90094aa8.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
618,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/26/ac/26acf2521284010a3971d4b33c44288c547b9eb8.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
619,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/18/ff/18ff637a5b0bfd31aa8081663ea221fa45820357.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
620,Linen shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/dc/de/dcdedcd7cdba6f6a62ae8e9062de927039588e32.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
621,Linen shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e8/0d/e80d5abe13b3e01f143238018d5188b897374e5d.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
622,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/56/1a/561ae25099b892d0906232e37b8a0e59c56164e0.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
623,Cotton Shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/db/3d/db3d69669c40a1aaebea6ee6e5e80c87877781db.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
624,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/de/81/de81523602d1a9936dd3e91d47cc3e9c0ea27453.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
625,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/2a/0e/2a0e1d1fcf15c2fed3cdcad02740833d5fac6f95.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
626,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/ee/5a/ee5a853167168f7e6f0ea7f8cc3e24c237829dfb.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
627,Short-sleeved cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/f5/d3/f5d387690626add5da0e4f30f149a7112494e676.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
628,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/95/19/9519054c814568a8cf74dac3fa8b8aa17bc4008b.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
629,Linen shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/05/4c/054cfc4b1aa3a5f64f7f08826dc17f4fadb91118.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
630,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/8e/08/8e088b30f013a438c51deb5438ea3e28edcd89eb.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
631,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/13/28/1328b0e3d32461381f87f2d479a3f3c4cd14b06e.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
632,Patterned cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/de/19/de19dabb5a1508b90e2736e37967ec97ee7ef2cd.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
633,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7c/5b/7c5bca4fe4b073f06d2d66ddafcb7197d23530d5.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
634,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/97/47/97471cdc92b4b411d66cc9bfa70917ff3b408536.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
635,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/af/40/af407563798b4fd69f5d5d07b70e688d7ee49830.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
636,Cotton flannel shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/11/df/11dfb3c67eaa9a73e942af84fdf8636ad772f64b.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
637,Linen-blend shirt Slim fitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e5/60/e560cc6d1ef40a2e94fbf5b8864c93b125ebe6c5.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
638,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/b7/6e/b76e42380e0272c876ec27fa2c7365e8c796296e.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
639,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/d8/8b/d88ba6f630e6ec233091c72ede323239ffa2f416.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
640,Linen-blend denim shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/4c/81/4c818b1338163cf99ee5e937d45251721c11a672.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
641,Linen shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/07/5f/075f61830e10e4438f4fc6c017653d2054200d8b.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
642,Shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ed/3b/ed3b835c2586b24dc0041393962e4c1395c1a5d7.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
643,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/2b/06/2b0682e7e0fea204f55fdb6221033b6f6be1102c.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
644,Shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/df/73/df739a8164a87becd0c4da9901f869d8de4c58aa.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
645,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/0d/e6/0de68260e4b3b36e3c8dd25f2d6088cb2a9d909f.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
646,Piqué shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f3/ed/f3ed7c8e7d0dfbbe9bb6a8b4558c84698ca3dfea.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
647,Shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/27/4c/274c68c60d1a342ffd1d11fc0f3ecdfadbbfc872.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
648,Linen grandad shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/21/a6/21a6d4683cbdc99d4450830e5af7f9f0c503677a.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
649,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f8/63/f86338a885a6defdcd8e34d17d08e4cf67f12f6b.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
650,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/48/79/4879e7aa084277695474ca3b96b74d708fc1962d.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
651,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/07/70/07704625f416a8ad53492e9e6b43b8664a8c3cd3.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
652,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/f0/54/f0546d8ca46a1481e6330ab1a489ec62889e0e1e.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
653,Short-sleeved cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b7/6c/b76cdb48a5d482550d6dcb18b989b11864438730.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
654,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/fa/6e/fa6e74322e3d597a362d5ff0e500fa0aa402b86e.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
655,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/fe/c5/fec594c4eb7754a25e2cfe23f2db34cf3e4b0d08.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
656,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/42/2c/422cd377a8c9736925285808a621b6bbfdc0e6e6.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
657,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/28/ba/28ba07a5efc804d2736c0bf1021f169d3bf6c73a.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
658,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/84/cb/84cbfe2483492c858a8105e01671f55b176210e8.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
659,Premium Oxford cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/04/b3/04b32651022579dddb5e6981bc371fd7dabcd87d.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
660,Piqué shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/11/27/1127c322833ce5962352afc7661479af582a8f15.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
661,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/12/75/1275a77aa10a5536fef8b66c6369677667820964.jpg],origin[dam],category[men_shirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
662,Jersey shacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/78/2a/782a68e97cc1491d5e3f7c11fd0f52c2c56f40b9.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
663,Short-sleeved cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/e4/c2/e4c2999ae879bd4c0bd44389834132aec8327342.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
664,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/8e/52/8e5250a946cac9cb2bb4630c59cf487e43d18097.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
665,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/bf/cc/bfcce571940d5e2f503ff8389f2186a4d6eb32fc.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
666,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/eb/9b/eb9b97921d5e2c6f43961fcded04ddc9d60b4976.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
667,Denim grandad shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/7a/96/7a9698e1feaabe9ce67b6b9200cdb9392ceff241.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
668,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c4/c1/c4c15081488867864b521f97a1b786722d7074e2.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
669,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/18/60/1860a85621ce5db2b31496be4433f4fdfffee4ad.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
670,Linen shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e6/18/e618f6cfd37b52cfdc70cea99d6861ff2c925a88.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
671,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/6b/49/6b49124f2f37ecf71b3a546c5c203b79f8f3368f.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
672,Patterned cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/3f/c3/3fc3a405971ff01f62c073a7a6f699dbf53c7bb9.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
673,Patterned denim shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/66/00/6600a316a6c1697628cf9cc6df2a3fc1e5d67207.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
674,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/8c/1e/8c1e5ff25e54b761c7846e36a277b8ef22f4b6c2.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
675,Linen grandad shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/bd/ca/bdca0736dbebaa8e6548f3290ee896cf53c53172.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
676,Short-sleeved denim shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/58/7d/587d251be4ba0a5026c62c75c99a3663cbdcc385.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
677,Linen shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/24/51/245199bde4b245d64f9532e2499489199e103867.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
678,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/91/7f/917f1f7298c5a518f57f6d10e5c24d3421df08a0.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
679,Patterned shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/23/5f/235f7de9b1801f78015bc9713a9ebc0e0cf1b401.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
680,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/8b/c4/8bc40df6a619b7eb3b0e925d2cd2505ca6323a5e.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
681,Lyocell-blend shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/33/80/3380fb08aa57e5f829c3ab80c3da89e35ed27ecc.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
682,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c3/2d/c32d9d0271d9c6d26a5eee30d2155b460efd18f7.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
683,Cotton Shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/2b/1c/2b1cd68a6c5c8a906b68c4cde5ad2fd0216a0371.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
684,Stretch shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/22/0c/220cbefa06e081bb2e393f0d04fae2be0b4d239c.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
685,Jersey shirt jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/0a/7e/0a7e01a04629ee77573c9f2066ded2f8f6b000f3.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
686,Grandad shirt Slim fitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7d/25/7d25fd368082e5ad9fd182463c20cb68a2599734.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
687,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7c/e3/7ce33e535144ee08291c585adf14a5d3718f9246.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
688,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/97/fb/97fb966e8190aabde38b1145c44624659fb5f487.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
689,COOLMAX® shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/d8/4f/d84ff6771d028f92e9d33cc7dc9846eb7b805846.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
690,Cotton Shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/65/67/656761780ed63111f417e7d74f6b5feb26e74cfa.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
691,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c0/42/c0427b5cd910e39c432472f603c340d9e8ab82ea.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
692,Linen-blend shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/0a/06/0a065b1b134ba5ca2bff4c129e0fa1bdeef82dae.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
693,Premium cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b5/4c/b54c6df549c894610236175010ba20698a07d780.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
694,Premium cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/6c/17/6c179ee594a0ecffe9b3d25b851ffd0ac1ebc20c.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
695,Linen shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/01/21/0121d22830d7206181d235cba4dd09c8b3025eec.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
696,Shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/fd/d1/fdd1bcf7bfe22ac63007b90e4045387eef0a1b08.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
697,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/86/9d/869deceee21903f030d90eeee41f3103043ed85c.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[2]&call=url[file:/product/style]"
698,COOLMAX® shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/27/0e/270e037665742fb336a7faf523baae34e5ef65c5.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
699,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/72/5f/725fd89a0e7c63830eb274681d29a0d97393f105.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
