,Description,Image_url
100,2-pack vest tops Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7d/90/7d90c4b19a70798f7a8ac4404f43a779f2c8914c.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
101,Jersey top Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/2f/98/2f982dbec4639a5d65f133614858c4f700a7b37d.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
102,Round-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f5/c4/f5c4939114fcc731acfada4ebb68f1da42cad909.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
103,Cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/4d/94/4d94be93c92dcae8f4d6803cca509280b58d91f4.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
104,T-shirt Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/1f/41/1f41c5813a608bdd8bcaad62cdff578d1fd4566b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
105,Round-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/96/ff/96ff51865c7fa3d337cb5a9058051e6bc66b3f29.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
106,Silk-blend polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/bd/d8/bdd875bfad84f712eba1671fdee5273674bb84ba.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
107,Round-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5b/33/5b33f2bb4321c64d88c511a2774088130291f1de.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
108,Slub jersey T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/3e/ee/3eeeea29ecf845ea34411d5a78620dfaaa49eb6c.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
109,Round-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/07/bf/07bf6f562edb87f229b2a29b1af1353a1a79f690.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
110,V-neck T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/03/77/0377e77e0a95ddea573e588089bfdc7fe6bfb668.jpg],origin[dam],category[men_tshirtstanks_bestbasics],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
111,Jersey top Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/b9/7b/b97ba242957ec6cec0a52c306ad88598195f56e2.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
112,Running top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/09/b5/09b521e09ca5cbe51710ecfffa9297c9595e4176.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
113,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/86/2a/862ae02c7f449d7924bfc03a7e6cfec0e819f0a0.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
114,Running top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5e/a0/5ea050395cfc3fd6f22e3bd52045d5b4167c337a.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
115,Cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/68/72/68726ae8165a402fb59bfa828dc742ec4e0db03e.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
116,Silk-blend polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/7d/75/7d752be7b661160f5d6c520b812316811d348f99.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
117,Premium cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/6f/4c/6f4c868710c9ab4d0b2bd2b8b845d741c40d70e2.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
118,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/d4/0d/d40df965a9ddc179317adc8694def67698546ce1.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
119,Piqué polo shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/23/b1/23b1b6c22ddb548e8019d15253d54ec19627759b.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
120,Cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/03/b6/03b603ccc48b194c78518eb641559e946d43080a.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
121,Slub jersey T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/49/5b/495b16203204aa724d80fa74181e5f825ecaaa21.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
122,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/99/ba/99ba8a616a7d2bbb74803c1f0278d8dbc245e4bf.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
123,Silk-blend polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/2f/7f/2f7f019c4bb3ef178c4527d6baa6866e256674af.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
124,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/37/25/3725259667ca0eb19f5e0ae817d73e3847e86975.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
125,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e0/89/e0893c55c295b0ffbe1cc51850cdad7c5a114bfe.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
126,Long-sleeved top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ee/10/ee10e5633ef78701b6ca5dffc144551182fae9a1.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
127,V-neck T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/09/95/09951e1dff96bce9643f385dec5c399f84f649ee.jpg],origin[dam],category[men_tshirtstanks_bestbasics],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
128,T-shirt with panelsModel,"http://lp2.hm.com/hmgoepprod?set=source[/65/dd/65dd8321667e16c7f7868d92d155acad04cd1e3a.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
129,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7e/c3/7ec36db4745358770575ee0aa5aecbb1576a5eb9.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
130,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b9/51/b951156cd41d9389b42e6dc426f54c8f1e3f5580.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
131,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/42/ff/42ffdd39041d183d56c7342ec1cf491dc7aef5e3.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
132,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/59/02/59029fc9c821fb99625656cec093182dbd949511.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
133,T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/6e/26/6e26b00a21b5ad39cdb3669471c24ca765e596be.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
134,Premium cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/24/cf/24cfbbf319bcb6c222248b110e476b26f67a4305.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
135,Slub jersey T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b2/4e/b24e085d8cbd84f9757a05f7333416a2889e8c7c.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
136,Polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/9a/dd/9add4de6edaf6ea37bf713fb347e14dc4c4e9f15.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
137,COOLMAX® T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/c6/95/c695aa0c98ce83cfb5f8505286e0e9752098d95d.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
138,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/eb/f5/ebf5805e9cc2c788f476defde29a69010287a1e5.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
139,Sports top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c6/49/c649e580c9fd3df78147c1087ed1a0b05f3c7eb6.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
140,2-pack vest tops Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/b0/5c/b05c025bdc4e97dc06c3d063c4f89182632b269d.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
141,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/3f/44/3f442e292d9c6eaffb5194ef1cb95de2e58ed77b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
142,Zip-top polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/72/d5/72d5ce6fd016b94a93710fb39e2177e8ad8e8636.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
143,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/89/49/8949be2e562403e7d3e040bb42700a461d89badb.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
144,Polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/9a/c9/9ac90f7b0350565d7e8c43ff6d62f0ab36482018.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
145,Round-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/a0/ca/a0cab286fcc41728df3ba4a8e666ba381b6254d7.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
146,Jersey top Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/54/b0/54b008a411c170f51adc0904b9b3834ca304bd29.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
147,T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/bf/7d/bf7d1f0609c2b605b51180391e404e4de712d6b1.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
148,V-neck T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/b1/6e/b16e4c7d672dc9ae8503cb0a88713a0aeca57ab1.jpg],origin[dam],category[men_tshirtstanks_bestbasics],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
149,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/6a/91/6a91a8bbad9ec1e9facc4491af047f188fe72eab.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
150,Fine-knit polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/14/b8/14b88e5a56f7d640d412482ac0fea18a9da144d1.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
151,Round-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/63/b5/63b5352ae7184ba6bcb8d939d0ec34c1639a2133.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
152,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/b0/47/b047af88f3fc3f5f1d269253192c0612a9cc25de.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
153,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/cb/fc/cbfc43029c2feccb21ed559f7fbbf97ae3f08cbb.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
154,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/51/8b/518be14f3050e6a026119ec29dbab931193abeb4.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
155,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a0/73/a07305b171eb07e0e6d69e69426bb87cdf6e5f01.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
156,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b5/e2/b5e293d41acb526a8871a670e68cf9d937b41ba0.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
157,2-pack Henley shirtsModel,"http://lp2.hm.com/hmgoepprod?set=source[/da/81/da81b422d882a0a71635cb6792b63343e7ef78ec.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
158,Sports top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c8/88/c8881b118ae006725801568ad6892b99027e0b28.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
159,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/87/d5/87d5cd0ac758808afefe7f4858d1077b0f38415e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
160,5-pack vest tops Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/fd/c2/fdc27b48af6457e0c81fb9c9913cc635239e39fa.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
161,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/7e/e3/7ee39bfcecd6d9b5ba5f55e9518030d741df9386.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
162,Round-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ed/0a/ed0af2bb4b8127d49828b2383f8fcb11d9792f17.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
163,COOLMAX® T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/c6/c9/c6c93ffc5997ba39d9371272bb7b2e86dfa5b64a.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
164,Round-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/df/a5/dfa5aa69cdfc2efeeaf88589cced5d006578b19f.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
165,V-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/a5/8f/a58f45c925bab43ce512467f949041340a95aa5f.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
166,Round-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7a/ee/7aeeb44fd9b69b4ee4b9a4740c7bbe7285440479.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
167,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/c2/6d/c26de5302bc08214b3884da9cd44881e03fdbb41.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
168,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/82/49/8249c76a5fffc73380f99ab3b05dd8794b515960.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
169,Cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/4c/f1/4cf151f7a3ff3bead16794fb839870d1146192c2.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
170,Cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/8c/07/8c079575897c190f0b33c09a844051bdf2bd362e.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
171,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/53/de/53de47cdb5937e72d7b59dd2579d70b15f217c8d.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
172,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/32/73/3273010e64d0d398f5a952cf52775df02515da28.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
173,Printed vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/d1/c5/d1c5a330a948caf0abc736a4c6372bb16986c794.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
174,Long-sleeved top Long FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7a/34/7a3452efac02578c91b9fe430a02f5b5e81e7c9d.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
175,Slub jersey T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/75/1f/751f5d0734ef44b1c1c78bbb33458c8fabd0e0d5.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
176,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5f/a1/5fa1afa003a99dd54531f75ddf07ac3b4c5b41e9.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
177,COOLMAX® polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/af/9d/af9dd3b39034f6761296842e35603fa12ca09547.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
178,Premium cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/cd/b5/cdb5d9a08d807d4ce8ef91bb5483b17e5578c1e5.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
179,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/e0/3d/e03d5f0ae5fadce39cda6793b1912cad3201b0cf.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
180,Piqué polo shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/31/b8/31b802bc3aa6c7e1831767bdca553a352d2531de.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
181,2-pack Henley shirtsModel,"http://lp2.hm.com/hmgoepprod?set=source[/19/76/1976f4ce9fd19c505ab63989c8acf1ea4a8878e4.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
182,COOLMAX® T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/1e/f0/1ef0a41897f17bff4efbc939c36eba97507e8f25.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
183,Round-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5b/85/5b8542153893102c48d1d72057be376c27706631.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
184,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/e3/13/e313224cad47db010aa816b20e88405553e23c4e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
185,Sports top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5e/3f/5e3fe1fa5bf2d3c7d7224002af0a087f8fe560df.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
186,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/6f/5c/6f5c7fc5c9afeb167c878298322febdaa6ef1be1.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
187,3-pack T-shirts Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/bc/7f/bc7f90702ae92da5c2e377d4a729b7a29cdcd2d9.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
188,V-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/90/b2/90b28bc6050a5124f904778e8bb8e262bc8eba08.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
189,Fine-knit polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/e7/5d/e75d8d840b011a3f2e7777457c504b8109d8173e.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
190,Silk-blend polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/97/0d/970da03b388e3cbf62a73ff9c8fab7a9f67abad8.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
